new unique backpack ! combines vintage with modern ! URL1283 via @USER415	ADJ NOUN NOUN PUNCT X NOUN ADP NOUN PUNCT X ADP X
\u2018 A time bomb waiting to explode \u2019 \u2013 Survey reveals GPs \u2019 concerns about mental health services for young people #teens #health	PUNCT DET NOUN NOUN VERB ADP NOUN PUNCT PUNCT PROPN NOUN X PUNCT NOUN ADP NOUN NOUN NOUN ADP ADJ NOUN X X
RT @USER422 : What the ...... URL761	X X PUNCT PRON DET NOUN X
RT @USER33 : 5000 #TheNextGalaxy retweets in 30 mins unlock the box ! RT & you stand a chance to WIN R30000 with @USER1173 URL1564 \u2026	X X PUNCT NOUN NOUN NOUN ADP NUM NOUN VERB DET NOUN PUNCT VERB CCONJ PRON VERB DET NOUN PART VERB NOUN ADP NOUN X PUNCT
Let 's take a cruise \ud83c\udf00 URL243	VERB PART VERB DET NOUN X X
RT @USER2415 : Asaram BapuJi - ' Parenthood is beyond castes & religions . Respect ur parents ! ' #LovedParentsWorshipDay URL777	X X PUNCT NOUN NOUN PUNCT PUNCT NOUN AUX ADP NOUN CCONJ NOUN PUNCT NOUN PRON NOUN PUNCT PUNCT X X
#NowPlaying Shawn Mendes Camila Cabello - I Know What You Did Last Summer :: Tune In : URL780	X PROPN PROPN PROPN NOUN PUNCT PRON VERB PRON PRON VERB NOUN NOUN NOUN NOUN ADP PUNCT X
@USER253 Oxygen ...... I need oxygen . I 'm laughing so hard on forgot to breath \ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02	PROPN PROPN PROPN PRON VERB NOUN PUNCT PRON AUX VERB ADV ADJ ADP VERB ADP VERB X
RT @USER749 : This is the # 1 tip sheet for dealing with stress : URL1204 URL806	X X PUNCT PRON AUX DET NOUN NUM NOUN NOUN ADP NOUN ADP NOUN PUNCT X X
Yes RT @USER2261 : Honest opinion do I come off as a nigga with multiple women ?	INTJ X X PUNCT X NOUN AUX PRON VERB ADP ADP DET NOUN ADP ADJ NOUN PUNCT
@USER730 @USER1279 @USER2031 want to dota ?	NOUN NOUN NOUN VERB PART NOUN PUNCT
RT @USER630 : The first picture is Chicago at 2:30 on April 2 , 2016 The second picture is Chicago at 2:40 April 2 , 2016 \ud83c\udf1e\ud83c\udf1a URL223 \u2026	X X PUNCT DET ADJ NOUN AUX PROPN ADP NOUN ADP PROPN NUM PUNCT NUM DET ADJ NOUN AUX PROPN ADP PROPN PROPN NUM PUNCT NUM X X PUNCT
RT @USER284 : I imagine feminists are gon na be insufferable about it .	X X PUNCT PRON VERB NOUN AUX VERB PART AUX VERB ADP PRON PUNCT
RT @USER1625 : 13 . \ why do n't i have a penis \ I CANTRS BREATHE URL570	X X PUNCT NUM PUNCT PUNCT ADV AUX PART PRON VERB DET NOUN PUNCT PRON VERB X X
Lmao these dudes are at mcgolf URL1280	INTJ DET NOUN AUX ADP NOUN X
6 reasons you need to buy auto insurance URL671	NUM NOUN PRON VERB PART VERB NOUN X X
RT @USER1384 : Groupme emojis way more lit than the regular iOS emojis \ud83d\ude1e	X X PUNCT NOUN VERB ADV ADV ADJ ADP DET NOUN PROPN X X
RT @USER1839 : I need to fall In Love with a New Rap song . It s been long	X X PUNCT PRON VERB PART VERB ADP NOUN ADP DET ADJ NOUN NOUN PUNCT PRON AUX AUX ADJ
Arab & Iranian Leaders Who Are Mostly Muslims & Read The Quran MUST Become Role Models For Promoting The Unity of The Human Family .	NOUN CCONJ NOUN NOUN PRON AUX ADJ NOUN CCONJ VERB DET NOUN AUX NOUN NOUN X ADP NOUN DET NOUN ADP DET ADJ NOUN PUNCT
Wan na have a deep conversation	VERB PART VERB DET ADJ NOUN
@USER316 @USER1030 the UK that existed then does n't exist now . Next !	NOUN VERB DET PROPN PRON NOUN ADV AUX PART ADV ADV PUNCT ADJ PUNCT
RT @USER1616 : electric forest \ud83c\udf32	X X PUNCT X X X
@USER1505 loved it ... thank you so much	PROPN VERB PRON PUNCT VERB PRON ADV ADV
Found a Transponder Snail ! Giants , sea monsters and other amazing encounters ! URL1483 #TreCru URL259	VERB DET NOUN NOUN PUNCT NOUN PUNCT NOUN NOUN CCONJ ADJ ADJ NOUN PUNCT X X X
Another day to be productive \ud83d\udcaa\ud83c\udffe #LetsGetIt \ud83d\udc4a\ud83c\udffe	DET NOUN PART AUX ADJ X X X
@USER2014 of @USER1220 a HAPPY 28th BIRTHDAY ! #NBABDAY URL909	NOUN ADP NOUN DET ADJ NOUN NOUN PUNCT X X
@USER1712 @USER1362 I 'm already dead	PROPN PROPN PRON AUX ADV ADJ
When you 're happy , you enjoy the music and when you 're sad , you understand the lyrics . #markisanation	ADV PRON AUX ADJ PUNCT PRON VERB DET NOUN CCONJ ADV PRON AUX ADJ PUNCT PRON VERB DET NOUN PUNCT X
RT @USER1627 : I 'm tryna get in a healthy relationship , shit \ud83d\ude02\ud83d\ude02 URL231	X X PUNCT PRON AUX VERB VERB ADP DET ADJ NOUN PUNCT NOUN SYM X
Hello @USER174 , thank you for partnering with us . We are always delighted to serve you . Do have a great day .	INTJ NOUN PUNCT VERB PRON ADP NOUN ADP PRON PUNCT PRON AUX ADV NOUN PART VERB PRON PUNCT AUX VERB DET ADJ NOUN PUNCT
Cant wait . \ud83d\ude48\ud83d\udc83 Temme your gang is winning right ? \ud83d\ude25 Haina ? \ud83d\ude0b URL631	NOUN VERB PUNCT X VERB PRON NOUN AUX VERB ADV PUNCT PROPN X PUNCT VERB X
#CinObservatory #OHWX : Temp : -0.28 \u00b0C , Hum : 68 % , Bar : mb , UV : 1/1600 , As of : April 10 , 2016 at 12:04 AM	ADJ NOUN PUNCT NOUN PUNCT NOUN NOUN PUNCT NOUN PUNCT NOUN SYM PUNCT NOUN PUNCT NOUN PUNCT X PUNCT NOUN PUNCT ADV ADP PUNCT PROPN NUM PUNCT NUM ADP PROPN NOUN
@USER1605 Bracelet in right hand is missing Piercing on chin is missing #SpotTheMissing .	NOUN NOUN ADP ADJ NOUN AUX NOUN NOUN ADP NOUN AUX NOUN NOUN PUNCT
Fuck today . Fuck Imogen . Fuck all of it !	VERB NOUN PUNCT INTJ NOUN PUNCT VERB DET ADP PRON PUNCT
RT @USER522 : \u201c It \u2019s a red flag \u201d \u2014 Polar bears are losing weight as #Arctic sea ice melts . URL526 #SaveTheArctic URL221 \u2026	X X PUNCT PUNCT PRON VERB DET ADJ NOUN PUNCT PUNCT X NOUN AUX VERB NOUN ADP NOUN NOUN NOUN NOUN PUNCT X X X PUNCT
@USER1003 ok lol also I have never been awake at 5 in years lol earliest I get up at is 8 in the morning lol	PROPN INTJ INTJ ADV PRON VERB ADV AUX NOUN ADP NUM ADP NOUN INTJ X PRON VERB ADP ADP AUX NUM ADP DET NOUN INTJ
[ OnlyPiolou ] is available since 2 minute ( s ) ! ( 2016-03-19 11:38:49 ) ( UTC+01:00 ) - #minecraft	PUNCT NOUN PUNCT AUX ADJ ADV NUM NOUN PUNCT NOUN PUNCT PUNCT PUNCT NOUN NOUN PUNCT PUNCT NOUN PUNCT PUNCT X
RT @USER1337 : Classic \ud83d\ude01 URL1443	X X PUNCT ADJ NOUN X
RT @USER648 : @USER2067 @USER790 @USER661 @USER1148 @USER1751 means ya get to start drinking whenever ya want	X X PUNCT X X X X X VERB PRON VERB PART VERB NOUN ADV PRON VERB
Votes from thepeoplepick what person isthe next sittingpresident . \ WHO PICKS \ THEPEOPLE THAT WILLBETHE PERSONS WE VOTE FOR2BE NEXT PRESIDENT . ?	NOUN ADP VERB PRON NOUN NOUN ADJ NOUN PUNCT PUNCT PRON NOUN PUNCT X PRON NOUN X PRON VERB NOUN X NOUN PUNCT PUNCT
SOON : We reveal the secret signals your body 's giving off without you even knowing ... #TMS7	NOUN PUNCT PRON VERB DET NOUN VERB PRON NOUN PART VERB ADP ADP PRON ADV PRON PUNCT X
Just posted a photo @ La Provence Lake Oswego URL237	ADV VERB DET NOUN ADP X X X X X
Why the Stakes Are So High in Today \u2019s Rivers Election URL1634	ADV DET NOUN AUX ADV NOUN ADP NOUN PART NOUN X X
RT @USER838 : I want to be with you . Everyday .	X X PUNCT PRON VERB PART AUX ADP PRON PUNCT NOUN PUNCT
RT @USER129 : I , a large wrinkle , have made these smaller wrinkles . URL1067	X X PUNCT PRON PUNCT DET NOUN NOUN PUNCT VERB VERB DET NOUN NOUN PUNCT X
You prefer to keep the peace but you might feel called to spea ... More for Libra URL1015	PRON VERB PART VERB DET NOUN CCONJ PRON AUX VERB VERB PART NOUN PUNCT ADJ ADP NOUN X
HAHAHAHAH OMG KHLOE IF YOU WANT TO DRAG SOMEONE PLEASE DONT END UP BEING EMBARRASSING	PROPN INTJ NOUN SCONJ PRON VERB PART NOUN NOUN INTJ VERB PUNCT ADP NOUN X
RT @USER28 : On October 7 \u2022 Fifth Harmony will perform at the Manchester Arena Capacity : 21,000 People #727Tour URL736	X X PUNCT ADP PROPN NUM NOUN PROPN PROPN AUX VERB ADP DET PROPN NOUN X PUNCT X NOUN X X
Till I loved , I never lived -- enough . - Emily Dickinson	PROPN PRON VERB PUNCT PRON ADV NOUN PUNCT ADV PUNCT PUNCT X X
@USER879 last time I checked . July 22nd is in fact in summer ???	NOUN ADJ NOUN PRON VERB PUNCT PROPN NOUN AUX ADP NOUN ADP NOUN PUNCT
RT @USER1552 : This Man 's Blackheads Were Popped Out , See The Shocking Transformation After URL1248 URL492 \u2026	X X PUNCT DET NOUN PART NOUN NOUN X ADV PUNCT VERB DET NOUN NOUN ADP NOUN X PUNCT
ayerene - @USER1654 - babe - zayn -spongeboobs - pretty af - ia bc school ily \ud83d\ude3d	NOUN PUNCT NOUN PUNCT NOUN PUNCT X NOUN PUNCT ADV NOUN PUNCT X SCONJ NOUN NOUN X
RT @USER1621 : As Assad destroys much of health system , Syrians die as often of chronic disease as bullets . URL1082 htt \u2026	X X PUNCT ADV NOUN NOUN ADV ADP NOUN NOUN PUNCT NOUN VERB ADP ADV ADP NOUN NOUN ADP NOUN PUNCT X X PUNCT
@USER198 thanks for getting back to me so quickly .	PROPN NOUN SCONJ VERB ADV ADP PRON ADV ADV PUNCT
Morning lovelies \u2728 hope you have a wonderful day \ud83d\udc90 xxx URL1462	NOUN PROPN NOUN VERB PRON VERB DET ADJ NOUN X SYM X
RT @USER1996 : Team B - Climax 140413 , YG Family Power 2014 Tour in Japan Junhoe singing with a pistachio stuck in his throat ! \ud83d\ude31\ud83d\ude09 URL218 \u2026	X X PUNCT NOUN X PUNCT NOUN NOUN PUNCT NOUN NOUN NOUN NUM NOUN ADP PROPN NOUN VERB ADP DET NOUN VERB ADP PRON NOUN PUNCT X X PUNCT
RT @USER2560 : #EURO2016 Group F FT #POR 0-0 #AUT URL792	X X PUNCT PROPN X X PROPN X X X X
RT @USER1752 : hair color by your 's truly URL364	X X PUNCT NOUN NOUN ADP PRON AUX ADV X
@USER111 #Prophecy of #StrictlyBidness on #ReverbNation #HitPlay URL1132	NOUN NOUN ADP NOUN ADP NOUN X X
Turkey 's Erdogan pours cold water on hopes of progress on EU deal URL571 via @USER1123	PROPN PART NOUN NOUN ADJ NOUN ADP NOUN ADP NOUN ADP PROPN NOUN NOUN ADP X
RT @USER2000 : Mother - daughter relationship like Atita Haris & her daughter please ! \ud83d\ude0d\ud83d\ude0d\ud83d\ude0d URL1053	X X PUNCT NOUN PUNCT NOUN NOUN ADP NOUN NOUN CCONJ PRON NOUN INTJ PUNCT X X
RT @USER2320 : * opens Snapchat * \ so today I was .... \ \ I just hate when .. \ \ lem me tell y'all what just happe .... \ \ my boyfriend .. \ URL218 \u2026	X X PUNCT PUNCT NOUN PROPN PUNCT PUNCT ADV NOUN PRON AUX PUNCT PUNCT PUNCT PRON ADV VERB ADV PUNCT PUNCT PUNCT VERB PRON VERB VERB PRON ADV NOUN PUNCT PUNCT PUNCT PRON NOUN PUNCT PUNCT X PUNCT
#PromoProduct Need Something For the Office ? Choose Branded Merchandise As Corporate Gifts URL1126	NOUN VERB NOUN ADP DET NOUN PUNCT VERB NOUN X ADV X X X
LIMITED EDITION half nudes	NOUN NOUN ADP NOUN
@USER858 block 2C	NOUN NOUN X
LloydsPharmacy : Pharmacist - Attleborough #Pharmacy URL1162	NOUN PUNCT NOUN PUNCT X X X
Whatever song @USER1393 just made me listen to by ariana grande completely snatched me I 'm changed	PROPN NOUN NOUN ADV VERB PRON VERB ADP ADP PROPN NOUN ADV VERB PRON PRON AUX VERB
RT @USER22 : RT & REPLY ! #iHeartAwards #BestFanArmy #5SOSFam URL261	X X PUNCT VERB CCONJ INTJ PUNCT X X X X
Sooooo good to find the London #culinary scene is still as #awesome as ever thank you @USER818 #raresteak URL952	NOUN ADJ PART VERB DET PROPN NOUN NOUN AUX ADV ADP NOUN SCONJ ADV VERB PRON X X X
Helping You Get A Better Understanding About Employment With Simple Tips URL1051	VERB PRON VERB DET ADJ NOUN ADP NOUN ADP NOUN NOUN X
#porn #porn Swipe Hookup - meet sexy ladies for SEX DATING - visit : URL553 URL697	X X X X PUNCT VERB ADJ NOUN ADP NOUN NOUN PUNCT X PUNCT X X
Want to bang me ? URL1254 #ass #butt #orgies #sexygifs URL245	VERB PART VERB PRON PUNCT X X X X X X
best thing ever is definitely when people read your message and do n't reply	ADJ NOUN ADV AUX ADV ADV NOUN VERB PRON NOUN CCONJ AUX PART VERB
\ud83d\udc4c\ud83d\udc83 ( with family at Mie Alfin Pengayoman ) \u2014 URL1300	NOUN PUNCT ADP NOUN ADP PROPN X X PUNCT PUNCT X
RT @USER990 : @USER1815 and yet u chose to make the unarmed victim look like a criminal in this case .. \ud83e\udd14	X X PUNCT NOUN CCONJ ADV PRON NOUN PART VERB DET NOUN NOUN VERB ADP DET NOUN ADP DET NOUN PUNCT SYM
I stay getting mad at old shit I need to stop \ud83d\ude2d	PRON VERB VERB ADJ ADP ADJ NOUN PRON VERB PART VERB SYM
RT @USER2007 : Your heart beats about 100,00 times in one day and 36.5 million times in a year .	X X PUNCT PRON NOUN NOUN ADP NOUN NOUN ADP NUM NOUN CCONJ NOUN NUM NOUN ADP DET NOUN PUNCT
RT @USER311 : Lovable AND Quick Do it yourself VALENTINE 'S Working day Presents | THE SORRY Girls - URL1459	X X PUNCT NOUN CCONJ ADJ AUX PRON PRON NOUN PART VERB NOUN NOUN SYM DET ADJ NOUN PUNCT X
well it s a dream job for many , some in the testing section haha URL694	CCONJ PRON AUX DET NOUN NOUN ADP ADJ PUNCT DET ADP DET NOUN NOUN INTJ X
I hate not getting my way and I hate being told no but I m never told no and I always get my way so I have no complaints \ud83d\ude02	PRON VERB PART VERB PRON NOUN CCONJ PRON VERB AUX VERB DET CCONJ PRON AUX ADV VERB DET CCONJ PRON ADV VERB PRON NOUN ADV PRON VERB DET NOUN SYM
RT @USER1515 : I needa stop sleeping thru like half the day BC I always end up being up all night \ud83d\ude43	X X PUNCT PRON VERB VERB VERB NOUN ADP VERB DET NOUN SCONJ PRON ADV VERB ADP AUX ADP DET NOUN SYM
RT @USER2023 : try this class out let me know what you think URL1547	X X PUNCT VERB PRON NOUN ADP VERB PRON VERB PRON PRON VERB X
RT @USER1520 : Mitch to Raul - I think Nikki ca nt win but Tim can . I think he says he does nt want to win but he does #BBCAN4	X X PUNCT NOUN ADP PROPN PUNCT PRON VERB NOUN AUX PART VERB CCONJ NOUN AUX PUNCT PRON VERB PRON VERB PRON AUX PART VERB PART VERB CCONJ PRON AUX VERB
RT @USER327 : Type of girl I want \ud83d\ude4c\ud83c\udffc URL365	X X PUNCT NOUN ADP NOUN PRON VERB X X
Pain is just a consequence of love	NOUN AUX ADV DET NOUN ADP NOUN
@USER2500 w me in background	NOUN ADP PRON ADP NOUN
@USER1040 cool dude you are \ud83d\ude0e	PROPN ADJ NOUN PRON AUX SYM
RT @USER1864 : Beautiful California Flower Fields You Must Visit This Spring \u25ba URL337 @USER1336 #SanDiego URL218 \u2026	X X PUNCT ADJ PROPN NOUN X PRON AUX VERB DET NOUN X X X X X PUNCT
How to fill baseball 's biggest roster holes : Dozens of free agents remain unsigned , including many household n ... URL1602	ADV PART NOUN NOUN PART ADJ NOUN NOUN PUNCT NOUN ADP ADJ NOUN NOUN NOUN PUNCT VERB ADJ NOUN CCONJ PUNCT X
RT @USER1811 : iTunes US : 64 ( + 2 ) Demi Lovato - Body Say ! Buy or gift here : URL1593	X X PUNCT ADV NOUN PUNCT NOUN PUNCT SYM NUM PUNCT PROPN NOUN PUNCT NOUN VERB PUNCT VERB CCONJ NOUN ADV PUNCT X
Donald Trump Reads The Snake Lyric At Campaign Rally Referring To Immigr ... URL295 via @USER1490	PROPN PROPN VERB DET NOUN NOUN ADP NOUN NOUN NOUN PART NOUN PUNCT X ADP PROPN
RT @USER1980 : Curse on Such TABDEELi And New Pakistan in which Women being Molested , Harassed by their own Hooligans !!! #PTIwomenMolesters	X X PUNCT NOUN ADP ADJ NOUN CCONJ ADJ NOUN ADP DET NOUN AUX NOUN PUNCT VERB ADP PRON ADJ NOUN PUNCT X
RT @USER2312 : Maybe If I Was Harry Styles I Could Swim Across The Atlantic .	X X PUNCT VERB SCONJ PRON AUX PROPN NOUN PRON AUX NOUN NOUN DET NOUN PUNCT
LIVE on #Periscope : YoungBankRoll URL1563	PROPN ADP PROPN PUNCT X X
RT @USER1764 : they just Used winwin	X X PUNCT PRON ADV SYM NOUN
RT @USER2213 : WMUR reporting that Cruz will announce intention to name Fiorina running mate .	X X PUNCT NOUN X PRON PROPN AUX VERB NOUN ADP PROPN NOUN VERB NOUN PUNCT
RT @USER1347 : 10 Thousand Times Faster Swift URL1075	X X PUNCT NUM NUM NOUN NOUN PROPN X
Peter Capaldi Confirms New Doctor Who Companion Has Been Cast : Current Doctor Who Peter Capaldi \u2026 URL857 #drwho #doctorwho	NOUN NOUN NOUN ADJ NOUN PRON NOUN AUX AUX NOUN PUNCT X X PRON X X PUNCT X X X
You can get carried away with your desire to retreat from the ... More for Aries URL531	PRON AUX VERB VERB ADV ADP PRON NOUN PART NOUN ADP DET PUNCT ADJ ADP NOUN X
@USER1431 btw , are you Hispanic ? I 've been meaning to ask !	PROPN INTJ PUNCT AUX PRON NOUN PUNCT PRON AUX AUX VERB PART VERB PUNCT
RT @USER2631 : Wrong number texted me today URL374	X X PUNCT ADJ NOUN NOUN PRON NOUN X
RT @USER382 : Ted Cruz promised people of Texas he 'd lead fight against Obamacare , exploding debt , cronyism & amnesty . Ted Cruz promised , t \u2026	X X PUNCT PROPN PROPN NOUN NOUN ADP PROPN PRON AUX VERB VERB ADP PROPN PUNCT PROPN NOUN PUNCT NOUN CCONJ NOUN PUNCT PROPN PROPN NOUN PUNCT X PUNCT
New goal : become an Olympic pup ! URL1019	ADJ NOUN PUNCT VERB DET NOUN NOUN PUNCT X
RT @USER740 : Donovan Mitchell 's athletic ability is unreal .	X X PUNCT X PROPN PART NOUN NOUN AUX NOUN PUNCT
RT @USER2297 : The only straight I am is a straight up bitch	X X PUNCT DET ADV ADV PRON AUX AUX DET ADJ ADP NOUN
I miss him \ud83d\ude14\ud83d\udc99	PRON VERB PRON NOUN
RT @USER504 : Tfry wild af \ud83d\ude02	X X PUNCT X X NOUN SYM
RT @USER1418 : Yeah getting buckets is important but so is stopping someone from getting them is too . URL722	X X PUNCT INTJ VERB NOUN AUX ADJ CCONJ ADV AUX VERB PRON ADP VERB PRON AUX ADV PUNCT X
RT @USER800 : Gone Viral ! This Mum & 1 Day Old Baby Sea Otter Cuddling Are A Cuteness Overload ! - CLICK --> >>> URL447 URL218 \u2026	X X PUNCT ADV NOUN PUNCT DET NOUN CCONJ NUM NOUN ADJ NOUN X X X AUX DET NOUN NOUN PUNCT PUNCT ADV SYM X X X PUNCT
@USER54 thanks for sharing ---==AdamCSmith==--- , have a great Friday :) ( Want this FREE ? >> URL391 )	PROPN NOUN ADP NOUN NOUN PUNCT VERB DET ADJ NOUN SYM PUNCT VERB PRON ADJ PUNCT PUNCT X PUNCT
RT @USER631 : Most slept on artists of today 23 . ) Joey Purp URL1159	X X PUNCT ADJ NOUN ADP NOUN ADP NOUN NUM PUNCT PUNCT X X X
RT @USER95 : Dear Leaders of the Opposition ! Do nt let Your dislike for PM @USER2286 translate into your support for people who want \u2026	X X PUNCT NOUN NOUN ADP DET NOUN PUNCT AUX PART VERB PRON NOUN ADP NOUN PROPN NOUN ADP PRON NOUN ADP NOUN PRON VERB PUNCT
How TO Get Over Your Ex Fast - URL1395 URL1513	ADV PART VERB ADP PRON PROPN NOUN PUNCT X X
Dierks Bentley Is Having Naked Nightmares About Hosting the ACM Awards - and Everyone Benefits ! URL618	NOUN NOUN AUX ADV NOUN NOUN ADP PROPN DET NOUN NOUN PUNCT CCONJ ADV NOUN PUNCT X
Mad men is got to be the best show of all time . Up there with the greats ( i.e. Sopranos ) if not the ultimate best .	NOUN NOUN AUX VERB PART AUX DET ADJ NOUN ADP DET NOUN PUNCT ADP ADV ADP DET NOUN PUNCT NOUN NOUN PUNCT SCONJ PART DET ADJ ADJ PUNCT
Hot Video ! ' In bed with Kanye ' : Sophie Monk parodies rapper 's ... URL428	ADJ NOUN PUNCT PUNCT ADP NOUN ADP PROPN PUNCT PUNCT X X X NOUN PART PUNCT X
Planning a heist at Game to get a copy of No Man 's Sky instead of waiting a week . I know they have it .	VERB DET NOUN ADP NOUN PART VERB DET NOUN ADP DET NOUN PART NOUN ADV ADP VERB DET NOUN PUNCT PRON VERB PRON VERB PRON PUNCT
Hello from the other side I must 've called a thousand times @USER2316	INTJ ADP DET ADJ NOUN PRON AUX AUX VERB DET NUM NOUN X
RT @USER988 : VIDEO : The @USER584 staged a live sit - in to address gun control measures and gun violence URL869 #NoB \u2026	X X PUNCT NOUN PUNCT DET NOUN NOUN DET ADJ VERB PUNCT ADP ADP NOUN NOUN NOUN NOUN CCONJ NOUN NOUN X X PUNCT
am i the only one that does n\u2019t do anything the whole day but gets depressed when the day ends and sees they did n\u2019t do anything	AUX PRON DET ADJ NUM PRON AUX PART VERB PRON DET ADJ NOUN CCONJ VERB NOUN ADV DET NOUN NOUN CCONJ NOUN PRON AUX PART VERB PRON
A new territory is discovered in The Tribez & Castlez ! Can you unlock it too ? URL965 #android , #androidgames , #gameinsight	DET ADJ NOUN AUX NOUN ADP DET NOUN CCONJ NOUN PUNCT AUX PRON VERB PRON ADV PUNCT X X PUNCT X PUNCT X
@USER2328 I love you in the purest sense	PROPN PRON VERB PRON ADP DET NOUN NOUN
@USER457 A1 ) 1 . Ninja Turtles 2 . Iron Man 3 . Captain America 4 . Patrick 5 . Darth Vader 6 . Spongebob #FlipkartCuriousCases	NOUN NUM PUNCT NUM PUNCT NOUN NOUN NUM PUNCT NOUN NOUN NUM PUNCT PROPN PROPN NUM PUNCT NOUN NUM PUNCT X X NUM PUNCT X X
RT @USER1901 : fucking endless women you do n't care about is n't gon na change the fact that you still love your ex girlfriend my nigga . \u2026	X X PUNCT ADJ NOUN NOUN PRON AUX PART VERB ADP AUX PART VERB PART VERB DET NOUN SCONJ PRON ADV VERB PRON NOUN VERB PRON NOUN PUNCT PUNCT
181 Death and All His Friends #VeranoMTV2016 Coldplay #MTVHottest Coldplay	NOUN NOUN CCONJ DET PRON NOUN SYM PROPN X PROPN
* Tips To Get A Girlfriend Without Spending Too Much Money >> URL557	PUNCT NOUN PART VERB DET NOUN ADP NOUN ADV ADJ NOUN PUNCT X
RT @USER298 : Highest quality tea tree oil on the market . #beauty #health #skincare #teatreeoil URL158 URL137 \u2026	X X PUNCT NOUN NOUN NOUN NOUN NOUN ADP DET NOUN PUNCT X X X X X X PUNCT
Hey , @USER2366 , let 's go on a #DateNight to see @USER1892 . \ud83d\udc91\ud83d\ude02 . I see lots of belly laughs in our future !!! \ud83d\udd2e URL1434	INTJ PUNCT NOUN PUNCT VERB PART VERB ADP DET NOUN PART VERB NOUN PUNCT X PUNCT PRON VERB NOUN ADP NOUN NOUN ADP PRON NOUN PUNCT X X
RT @USER1293 : Glaswegian burds say there 's nuhin sexier than the sound ae a boy rippin aff his velcro trainers	X X PUNCT X X VERB PRON AUX NOUN NOUN ADP DET NOUN NOUN DET NOUN NOUN X PRON NOUN X
Haters gon na hate	NOUN VERB PART VERB
@USER1645 you 've changed a lot jkjk	PROPN PRON AUX VERB DET NOUN NOUN
RT @USER2191 : This Rare Picture Captures Something That Happens In Less Than 1 Out Of 80,000 Births URL1010	X X PUNCT DET NOUN NOUN NOUN X PRON NOUN ADP NOUN ADV NUM ADP ADP NOUN X X
RT @USER1204 : Today is a big day if you are hoping to become a wealthy venture capitalist URL1505 h/t @USER621 URL220 \u2026	X X PUNCT NOUN AUX DET ADJ NOUN SCONJ PRON AUX VERB PART VERB DET NOUN X X X X X X PUNCT
RT @USER918 : It 's still \ud83c\udf40\ud83c\udf40\ud83c\udf40\ud83c\udf40\ud83c\udf40 all day	X X PUNCT PRON AUX ADV VERB DET NOUN
@USER112 please follow me !!	PROPN INTJ VERB PRON PUNCT
RT @USER2423 : every time a white person meets a Muslim at a grocery store they write a dramatic Facebook post about it lol URL1633 \u2026	X X PUNCT DET NOUN DET ADJ NOUN NOUN DET NOUN ADP DET NOUN NOUN PRON VERB DET ADJ PROPN NOUN ADP PRON INTJ X PUNCT
RT @USER2292 : \ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02 ladies are enjoying this #SAMenBreakTheInternet	X X PUNCT PROPN NOUN AUX VERB PRON NOUN
Here just swingin URL987	ADV ADV NOUN X
RT @USER2531 : 10 . When Rihanna was getting LIT to her own song while getting a manicure , she was really feeling herself . \ud83d\ude0d\ud83d\ude1c URL224 \u2026	X X PUNCT NUM PUNCT ADV PROPN AUX VERB PROPN ADP PRON ADJ NOUN SCONJ VERB DET NOUN PUNCT PRON AUX ADV VERB PRON PUNCT X X PUNCT
Thanks @USER2372 for the follow ! I really appreciate it ! Looking forward to learning more about you and what you do :-)	NOUN NOUN ADP DET NOUN PUNCT PRON ADV VERB PRON PUNCT VERB ADV PART NOUN ADJ ADP PRON CCONJ PRON PRON VERB SYM
hell naw ... maybe after spring break URL346	NOUN INTJ PUNCT ADV ADP NOUN X X
Looking for a new epilator ? Philips Satin Soft Wet & Dry Epilator now \u00a3 30 ( WAS \u00a3 100 ) from our OFFICIAL @USER1845 shop URL941	VERB ADP DET ADJ NOUN PUNCT X X X X CCONJ NOUN NOUN ADV SYM NUM PUNCT AUX SYM NUM PUNCT ADP PRON NOUN X X X
These guys are just so full of themselves , saying such things . \ Great gesture and confidence booster \ , apparently . URL384	DET NOUN AUX ADV ADV ADJ ADP PRON PUNCT VERB DET NOUN PUNCT PUNCT ADJ NOUN CCONJ NOUN NOUN PUNCT PUNCT NOUN PUNCT X
RT @USER627 : I 'm the most jealous person on the planet . what 's mine is mine , do n't look at it , do n't touch , and do n't even think ab \u2026	X X PUNCT PRON AUX DET ADJ ADJ NOUN ADP DET NOUN PUNCT PRON AUX PRON AUX PRON PUNCT AUX PART VERB ADP PRON PUNCT AUX PART VERB PUNCT CCONJ AUX PART ADV VERB NOUN PUNCT
